TICKER,PER,DATE,TIME,CLOSE
IMOEX,D,030120,000000,3076.37
IMOEX,D,060120,000000,3078.87
IMOEX,D,080120,000000,3110.06
IMOEX,D,090120,000000,3118.08
IMOEX,D,100120,000000,3123.66
IMOEX,D,130120,000000,3151.69
IMOEX,D,140120,000000,3129.77
IMOEX,D,150120,000000,3132.63
IMOEX,D,160120,000000,3157.23
IMOEX,D,170120,000000,3196.88
IMOEX,D,200120,000000,3219.92
IMOEX,D,210120,000000,3209.22
IMOEX,D,220120,000000,3174.62
IMOEX,D,230120,000000,3141.2
IMOEX,D,240120,000000,3146.2
IMOEX,D,270120,000000,3085.16
IMOEX,D,280120,000000,3113.1
IMOEX,D,290120,000000,3128.8
IMOEX,D,300120,000000,3108.58
IMOEX,D,310120,000000,3076.65
IMOEX,D,030220,000000,3070.84
IMOEX,D,040220,000000,3097.6
IMOEX,D,050220,000000,3114.25
IMOEX,D,060220,000000,3096.68
IMOEX,D,070220,000000,3087.63
IMOEX,D,100220,000000,3062.41
IMOEX,D,110220,000000,3097.58
IMOEX,D,120220,000000,3122.27
IMOEX,D,130220,000000,3110.05
IMOEX,D,140220,000000,3096.88
IMOEX,D,170220,000000,3110.06
IMOEX,D,180220,000000,3074.05
IMOEX,D,190220,000000,3114.57
IMOEX,D,200220,000000,3125.1
IMOEX,D,210220,000000,3106.03
IMOEX,D,250220,000000,3002.68
IMOEX,D,260220,000000,3017.42
IMOEX,D,270220,000000,2915.84
IMOEX,D,280220,000000,2785.08
IMOEX,D,020320,000000,2765.77
IMOEX,D,030320,000000,2821.37
IMOEX,D,040320,000000,2828.01
IMOEX,D,050320,000000,2816.7
IMOEX,D,060320,000000,2719.51
IMOEX,D,100320,000000,2498.94
IMOEX,D,110320,000000,2492.88
IMOEX,D,120320,000000,2286.4
IMOEX,D,130320,000000,2316.38
IMOEX,D,160320,000000,2266.9
IMOEX,D,170320,000000,2224.74
IMOEX,D,180320,000000,2112.64
IMOEX,D,190320,000000,2275.7
IMOEX,D,200320,000000,2331.61
IMOEX,D,230320,000000,2253.35
IMOEX,D,240320,000000,2415.97
IMOEX,D,250320,000000,2452.69
IMOEX,D,260320,000000,2489.97
IMOEX,D,270320,000000,2401.11
IMOEX,D,300320,000000,2433.35
IMOEX,D,310320,000000,2508.81
IMOEX,D,010420,000000,2473.61
IMOEX,D,020420,000000,2545.95
IMOEX,D,030420,000000,2572.23
IMOEX,D,060420,000000,2622.59
IMOEX,D,070420,000000,2634.74
IMOEX,D,080420,000000,2670.12
IMOEX,D,090420,000000,2701.77
IMOEX,D,100420,000000,2677.86
IMOEX,D,130420,000000,2628.85
IMOEX,D,140420,000000,2631.83
IMOEX,D,150420,000000,2498.94
IMOEX,D,160420,000000,2515.05
IMOEX,D,170420,000000,2534.97
IMOEX,D,200420,000000,2525.97
IMOEX,D,210420,000000,2488.02
IMOEX,D,220420,000000,2573.41
IMOEX,D,230420,000000,2599.41
IMOEX,D,240420,000000,2562.03
IMOEX,D,270420,000000,2570.91
IMOEX,D,280420,000000,2612.24
IMOEX,D,290420,000000,2663.14
IMOEX,D,300420,000000,2650.56
IMOEX,D,040520,000000,2624.64
IMOEX,D,050520,000000,2653.51
IMOEX,D,060520,000000,2632.1
IMOEX,D,070520,000000,2634
IMOEX,D,080520,000000,2641.55
IMOEX,D,120520,000000,2642.04
IMOEX,D,130520,000000,2604.98
IMOEX,D,140520,000000,2590.31
IMOEX,D,150520,000000,2593.91
IMOEX,D,180520,000000,2694.25
IMOEX,D,190520,000000,2711.72
IMOEX,D,200520,000000,2770.79
IMOEX,D,210520,000000,2718.67
IMOEX,D,220520,000000,2709.38
IMOEX,D,250520,000000,2757.93
IMOEX,D,260520,000000,2754.04
IMOEX,D,270520,000000,2741.02
IMOEX,D,280520,000000,2779.98
IMOEX,D,290520,000000,2734.83
IMOEX,D,010620,000000,2750.24
IMOEX,D,020620,000000,2796.51
IMOEX,D,030620,000000,2831.08
IMOEX,D,040620,000000,2766.26
IMOEX,D,050620,000000,2792.74
IMOEX,D,080620,000000,2796.3
IMOEX,D,090620,000000,2795.9
IMOEX,D,100620,000000,2785.18
IMOEX,D,110620,000000,2743.8
IMOEX,D,150620,000000,2719.06
IMOEX,D,160620,000000,2748.3
IMOEX,D,170620,000000,2740.1
IMOEX,D,180620,000000,2724.33
IMOEX,D,190620,000000,2758.67
IMOEX,D,220620,000000,2763.29
IMOEX,D,230620,000000,2791.97
IMOEX,D,250620,000000,2760.75
IMOEX,D,260620,000000,2761.74
IMOEX,D,290620,000000,2767.95
IMOEX,D,300620,000000,2743.2
IMOEX,D,020720,000000,2788.79
IMOEX,D,030720,000000,2801.66
IMOEX,D,060720,000000,2835.18
IMOEX,D,070720,000000,2825.21
IMOEX,D,080720,000000,2815.83
IMOEX,D,090720,000000,2782.43
IMOEX,D,100720,000000,2800.94
IMOEX,D,130720,000000,2766.79
IMOEX,D,140720,000000,2744.54
IMOEX,D,150720,000000,2747.91
IMOEX,D,160720,000000,2760.01
IMOEX,D,170720,000000,2774.79
IMOEX,D,200720,000000,2802.24
IMOEX,D,210720,000000,2825.71
IMOEX,D,220720,000000,2834.65
IMOEX,D,230720,000000,2851.79
IMOEX,D,240720,000000,2863.12
IMOEX,D,270720,000000,2884.88
IMOEX,D,280720,000000,2895.45
IMOEX,D,290720,000000,2918.42
IMOEX,D,300720,000000,2882.63
IMOEX,D,310720,000000,2911.57
IMOEX,D,030820,000000,2929.97
IMOEX,D,040820,000000,2940.46
IMOEX,D,050820,000000,2992.78
IMOEX,D,060820,000000,2988.5
IMOEX,D,070820,000000,2972.35
IMOEX,D,100820,000000,2960.78
IMOEX,D,110820,000000,3005.63
IMOEX,D,120820,000000,3053.99
IMOEX,D,130820,000000,3080.44
IMOEX,D,140820,000000,3061.99
IMOEX,D,170820,000000,3052.46
IMOEX,D,180820,000000,3050.7
IMOEX,D,190820,000000,3056.54
IMOEX,D,200820,000000,2993.69
IMOEX,D,210820,000000,2995.61
IMOEX,D,240820,000000,3029.42
IMOEX,D,250820,000000,3029.05
IMOEX,D,260820,000000,3051.97
IMOEX,D,270820,000000,3012.01
IMOEX,D,280820,000000,2980.17
IMOEX,D,310820,000000,2966.2
IMOEX,D,010920,000000,2975
IMOEX,D,020920,000000,2956.5
IMOEX,D,030920,000000,2931.92
IMOEX,D,040920,000000,2921.55
IMOEX,D,070920,000000,2932.29
IMOEX,D,080920,000000,2888.79
IMOEX,D,090920,000000,2876.07
IMOEX,D,100920,000000,2897.55
IMOEX,D,110920,000000,2910.51
IMOEX,D,140920,000000,2928.38
IMOEX,D,150920,000000,2980.58
IMOEX,D,160920,000000,2975.01
IMOEX,D,170920,000000,2971.74
IMOEX,D,180920,000000,2951.79
IMOEX,D,210920,000000,2863.67
IMOEX,D,220920,000000,2884.66
IMOEX,D,230920,000000,2916.39
IMOEX,D,240920,000000,2912.76
IMOEX,D,250920,000000,2896.83
IMOEX,D,280920,000000,2927.17
IMOEX,D,290920,000000,2910.12
IMOEX,D,300920,000000,2905.81
IMOEX,D,011020,000000,2889.8
IMOEX,D,021020,000000,2852.42
IMOEX,D,051020,000000,2881.98
IMOEX,D,061020,000000,2892.99
IMOEX,D,071020,000000,2842.58
IMOEX,D,081020,000000,2846.39
IMOEX,D,091020,000000,2834.09
IMOEX,D,121020,000000,2846.14
IMOEX,D,131020,000000,2829.23
IMOEX,D,141020,000000,2856.08
IMOEX,D,151020,000000,2817.29
IMOEX,D,161020,000000,2799.54
IMOEX,D,191020,000000,2794.27
IMOEX,D,201020,000000,2803.06
IMOEX,D,211020,000000,2786.23
IMOEX,D,221020,000000,2803.17
IMOEX,D,231020,000000,2816.7
IMOEX,D,261020,000000,2785.59
IMOEX,D,271020,000000,2763.03
IMOEX,D,281020,000000,2693.46
IMOEX,D,291020,000000,2709.04
IMOEX,D,301020,000000,2690.59
IMOEX,D,021120,000000,2737.54
IMOEX,D,031120,000000,2786.42
IMOEX,D,051120,000000,2861.39
IMOEX,D,061120,000000,2895.62
IMOEX,D,091120,000000,2987.75
IMOEX,D,101120,000000,2998.61
IMOEX,D,111120,000000,3015.03
IMOEX,D,121120,000000,3025.83
IMOEX,D,131120,000000,3025.22
IMOEX,D,161120,000000,3079.74
IMOEX,D,171120,000000,3052.22
IMOEX,D,181120,000000,3080.68
IMOEX,D,191120,000000,3046.49
IMOEX,D,201120,000000,3051.04
IMOEX,D,231120,000000,3047.06
IMOEX,D,241120,000000,3095.84
IMOEX,D,251120,000000,3134.52
IMOEX,D,261120,000000,3138.62
IMOEX,D,271120,000000,3142.68
IMOEX,D,301120,000000,3107.58
IMOEX,D,011220,000000,3147.79
IMOEX,D,021220,000000,3189.61
IMOEX,D,031220,000000,3162.67
IMOEX,D,041220,000000,3184.72
IMOEX,D,071220,000000,3195.08
IMOEX,D,081220,000000,3179.61
IMOEX,D,091220,000000,3211.66
IMOEX,D,101220,000000,3258.31
IMOEX,D,111220,000000,3276.58
IMOEX,D,141220,000000,3254.83
IMOEX,D,151220,000000,3248.11
IMOEX,D,161220,000000,3269.95
IMOEX,D,171220,000000,3282.67
IMOEX,D,181220,000000,3273.75
IMOEX,D,211220,000000,3186.38
IMOEX,D,221220,000000,3236.46
IMOEX,D,231220,000000,3252.1
IMOEX,D,241220,000000,3236.88
IMOEX,D,251220,000000,3246.35
IMOEX,D,281220,000000,3258.95
IMOEX,D,291220,000000,3274.67
IMOEX,D,301220,000000,3289.02
IMOEX,D,040121,000000,3350.51
IMOEX,D,050121,000000,3359.15
IMOEX,D,060121,000000,3371.03
IMOEX,D,080121,000000,3466.12
IMOEX,D,110121,000000,3481.85
IMOEX,D,120121,000000,3468.21
IMOEX,D,130121,000000,3470.26
IMOEX,D,140121,000000,3496.69
IMOEX,D,150121,000000,3454.21
IMOEX,D,180121,000000,3471.92
IMOEX,D,190121,000000,3443.23
IMOEX,D,200121,000000,3466.8
IMOEX,D,210121,000000,3424.08
IMOEX,D,220121,000000,3393.28
IMOEX,D,250121,000000,3397.57
IMOEX,D,260121,000000,3390.76
IMOEX,D,270121,000000,3348.66
IMOEX,D,280121,000000,3342.01
IMOEX,D,290121,000000,3276.34
IMOEX,D,010221,000000,3291.14
IMOEX,D,020221,000000,3360.25
IMOEX,D,030221,000000,3343.46
IMOEX,D,040221,000000,3372
IMOEX,D,050221,000000,3392.73
IMOEX,D,080221,000000,3445.9
IMOEX,D,090221,000000,3424.39
IMOEX,D,100221,000000,3399.66
IMOEX,D,110221,000000,3414.32
IMOEX,D,120221,000000,3427.08
IMOEX,D,150221,000000,3481.9
IMOEX,D,160221,000000,3495.26
IMOEX,D,170221,000000,3438.54
IMOEX,D,180221,000000,3400.17
IMOEX,D,190221,000000,3457.68
IMOEX,D,200221,000000,3446.32
IMOEX,D,220221,000000,3433.93
IMOEX,D,240221,000000,3393.27
IMOEX,D,250221,000000,3392.87
IMOEX,D,260221,000000,3341.1
IMOEX,D,010321,000000,3387.15
IMOEX,D,020321,000000,3410.18
IMOEX,D,030321,000000,3418.34
IMOEX,D,040321,000000,3404.4
IMOEX,D,050321,000000,3422.91
IMOEX,D,090321,000000,3478.5
IMOEX,D,100321,000000,3457.34
IMOEX,D,110321,000000,3506.99
IMOEX,D,120321,000000,3533.12
IMOEX,D,150321,000000,3587.91
IMOEX,D,160321,000000,3566.64
IMOEX,D,170321,000000,3516.54
IMOEX,D,180321,000000,3496.66
IMOEX,D,190321,000000,3472.88
IMOEX,D,220321,000000,3488.22
IMOEX,D,230321,000000,3467.3
IMOEX,D,240321,000000,3487.33
IMOEX,D,250321,000000,3444.32
IMOEX,D,260321,000000,3491.54
IMOEX,D,290321,000000,3522.75
IMOEX,D,300321,000000,3519.05
IMOEX,D,310321,000000,3536.98
IMOEX,D,010421,000000,3528.79
IMOEX,D,020421,000000,3559.43
IMOEX,D,050421,000000,3523.09
IMOEX,D,060421,000000,3498.03
IMOEX,D,070421,000000,3499.06
IMOEX,D,080421,000000,3507.02
IMOEX,D,090421,000000,3488.41
IMOEX,D,120421,000000,3518.8
IMOEX,D,130421,000000,3527.11
IMOEX,D,140421,000000,3569.82
IMOEX,D,150421,000000,3557.23
IMOEX,D,160421,000000,3593.08
IMOEX,D,190421,000000,3567.56
IMOEX,D,200421,000000,3546.32
IMOEX,D,210421,000000,3567.46
IMOEX,D,220421,000000,3603.85
IMOEX,D,230421,000000,3592.96
IMOEX,D,260421,000000,3610.96
IMOEX,D,270421,000000,3602.14
IMOEX,D,280421,000000,3583.65
IMOEX,D,290421,000000,3569.9
IMOEX,D,300421,000000,3542.57
IMOEX,D,040521,000000,3579.36
IMOEX,D,050521,000000,3641.93
IMOEX,D,060521,000000,3658.66
IMOEX,D,070521,000000,3682.11
IMOEX,D,100521,000000,3693.04
IMOEX,D,110521,000000,3647.19
IMOEX,D,120521,000000,3654.26
IMOEX,D,130521,000000,3643.72
IMOEX,D,140521,000000,3635.99
IMOEX,D,170521,000000,3641.46
IMOEX,D,180521,000000,3685.15
IMOEX,D,190521,000000,3638.29
IMOEX,D,200521,000000,3636.01
IMOEX,D,210521,000000,3660.57
IMOEX,D,240521,000000,3663.18
IMOEX,D,250521,000000,3685.67
IMOEX,D,260521,000000,3709.29
IMOEX,D,270521,000000,3734.66
IMOEX,D,280521,000000,3733.08
IMOEX,D,310521,000000,3720.68
IMOEX,D,010621,000000,3766.17
IMOEX,D,020621,000000,3809.52
IMOEX,D,030621,000000,3800.28
IMOEX,D,040621,000000,3807.59
IMOEX,D,070621,000000,3822.07
IMOEX,D,080621,000000,3808.72
IMOEX,D,090621,000000,3841.18
IMOEX,D,100621,000000,3831.91
IMOEX,D,110621,000000,3840.11
IMOEX,D,140621,000000,3859.09
IMOEX,D,150621,000000,3821.7
IMOEX,D,160621,000000,3833.8
IMOEX,D,170621,000000,3809.61
IMOEX,D,180621,000000,3801.37
IMOEX,D,210621,000000,3811.21
IMOEX,D,220621,000000,3824.07
IMOEX,D,230621,000000,3837.15
IMOEX,D,240621,000000,3821.29
IMOEX,D,250621,000000,3831.84
IMOEX,D,280621,000000,3825.57
IMOEX,D,290621,000000,3790.85
IMOEX,D,300621,000000,3841.85
IMOEX,D,010721,000000,3858.32
IMOEX,D,020721,000000,3865.42
IMOEX,D,050721,000000,3882.59
IMOEX,D,060721,000000,3884.41
IMOEX,D,070721,000000,3895.1
IMOEX,D,080721,000000,3861.08
IMOEX,D,090721,000000,3855.31
IMOEX,D,120721,000000,3875.61
IMOEX,D,130721,000000,3877.03
IMOEX,D,140721,000000,3832.85
IMOEX,D,150721,000000,3799.97
IMOEX,D,160721,000000,3770.15
IMOEX,D,190721,000000,3693.42
IMOEX,D,200721,000000,3704.4
IMOEX,D,210721,000000,3722.96
IMOEX,D,220721,000000,3754.44
IMOEX,D,230721,000000,3734.54
IMOEX,D,260721,000000,3750.1
IMOEX,D,270721,000000,3733.1
IMOEX,D,280721,000000,3782.28
IMOEX,D,290721,000000,3804.33
IMOEX,D,300721,000000,3771.58
IMOEX,D,020821,000000,3788.1
IMOEX,D,030821,000000,3793.69
IMOEX,D,040821,000000,3810.62
IMOEX,D,050821,000000,3833.75
IMOEX,D,060821,000000,3805.36
IMOEX,D,090821,000000,3835.11
IMOEX,D,100821,000000,3862.32
IMOEX,D,110821,000000,3877.37
IMOEX,D,120821,000000,3888.86
IMOEX,D,130821,000000,3873
IMOEX,D,160821,000000,3895.31
IMOEX,D,170821,000000,3943.01
IMOEX,D,180821,000000,3925.17
IMOEX,D,190821,000000,3853.98
IMOEX,D,200821,000000,3832.7
IMOEX,D,230821,000000,3883.01
IMOEX,D,240821,000000,3888.87
IMOEX,D,250821,000000,3886.64
IMOEX,D,260821,000000,3851.57
IMOEX,D,270821,000000,3887.38
IMOEX,D,300821,000000,3928.5
IMOEX,D,310821,000000,3913.08
IMOEX,D,010921,000000,3971.02
IMOEX,D,020921,000000,3990.77
IMOEX,D,030921,000000,4001.7
IMOEX,D,060921,000000,4028.25
IMOEX,D,070921,000000,4010.16
IMOEX,D,080921,000000,4017.37
IMOEX,D,090921,000000,3993.56
IMOEX,D,100921,000000,4002.66
IMOEX,D,130921,000000,4041.16
IMOEX,D,140921,000000,4054.5
IMOEX,D,150921,000000,4076.52
IMOEX,D,160921,000000,4054.05
IMOEX,D,170921,000000,4025.82
IMOEX,D,200921,000000,3969.61
IMOEX,D,210921,000000,3970.48
IMOEX,D,220921,000000,4030.98
IMOEX,D,230921,000000,4052.14
IMOEX,D,240921,000000,4038.23
IMOEX,D,270921,000000,4081.64
IMOEX,D,280921,000000,4073.3
IMOEX,D,290921,000000,4058.37
IMOEX,D,300921,000000,4088.38
IMOEX,D,011021,000000,4086.99
IMOEX,D,041021,000000,4115.38
IMOEX,D,051021,000000,4172.9
IMOEX,D,061021,000000,4192.93
IMOEX,D,071021,000000,4219.58
IMOEX,D,081021,000000,4242.88
IMOEX,D,111021,000000,4271.72
IMOEX,D,121021,000000,4263.8
IMOEX,D,131021,000000,4213.13
IMOEX,D,141021,000000,4266.17
IMOEX,D,151021,000000,4261.82
IMOEX,D,181021,000000,4248.33
IMOEX,D,191021,000000,4275.06
IMOEX,D,201021,000000,4287.52
IMOEX,D,211021,000000,4218.63
IMOEX,D,221021,000000,4196.96
IMOEX,D,251021,000000,4254.98
IMOEX,D,261021,000000,4235.87
IMOEX,D,271021,000000,4229.53
IMOEX,D,281021,000000,4171.66
IMOEX,D,291021,000000,4143.22
IMOEX,D,011121,000000,4221.49
IMOEX,D,021121,000000,4207.53
IMOEX,D,031121,000000,4184.87
IMOEX,D,051121,000000,4174.76
IMOEX,D,081121,000000,4218.27
IMOEX,D,091121,000000,4187.33
IMOEX,D,101121,000000,4172.47
IMOEX,D,111121,000000,4184.82
IMOEX,D,121121,000000,4097.22
IMOEX,D,151121,000000,4150.26
IMOEX,D,161121,000000,4117.79
IMOEX,D,171121,000000,4149.02
IMOEX,D,181121,000000,4089.8
IMOEX,D,191121,000000,4020.37
IMOEX,D,221121,000000,3885.77
IMOEX,D,231121,000000,3922.39
IMOEX,D,241121,000000,3959.93
IMOEX,D,251121,000000,3947.82
IMOEX,D,261121,000000,3843.05
IMOEX,D,291121,000000,3923.58
IMOEX,D,301121,000000,3890.59
IMOEX,D,011221,000000,3936.34
IMOEX,D,021221,000000,3942.82
IMOEX,D,031221,000000,3913.06
IMOEX,D,061221,000000,3820.22
IMOEX,D,071221,000000,3837.68
IMOEX,D,081221,000000,3825.9
IMOEX,D,091221,000000,3814.81
IMOEX,D,101221,000000,3760.23
IMOEX,D,131221,000000,3646.1
IMOEX,D,141221,000000,3605.44
IMOEX,D,151221,000000,3620.06
IMOEX,D,161221,000000,3732.68
IMOEX,D,171221,000000,3721.85
IMOEX,D,201221,000000,3669.05
IMOEX,D,211221,000000,3693.02
IMOEX,D,221221,000000,3746.75
IMOEX,D,231221,000000,3704.6
IMOEX,D,241221,000000,3702.72
IMOEX,D,271221,000000,3740.63
IMOEX,D,281221,000000,3777.56
IMOEX,D,291221,000000,3741.07
IMOEX,D,301221,000000,3787.26
IMOEX,D,030122,000000,3852.5
IMOEX,D,040122,000000,3873.49
IMOEX,D,050122,000000,3815.05
IMOEX,D,060122,000000,3753.29
IMOEX,D,070122,000000,3772.04
IMOEX,D,100122,000000,3738.68
IMOEX,D,110122,000000,3785.29
IMOEX,D,120122,000000,3829.95
IMOEX,D,130122,000000,3674.73
IMOEX,D,140122,000000,3596.98
IMOEX,D,170122,000000,3560.35
IMOEX,D,180122,000000,3328.94
IMOEX,D,190122,000000,3436.82
IMOEX,D,200122,000000,3516.02
IMOEX,D,210122,000000,3439.25
IMOEX,D,240122,000000,3235.28
IMOEX,D,250122,000000,3258.74
IMOEX,D,260122,000000,3357.66
IMOEX,D,270122,000000,3455.93
IMOEX,D,280122,000000,3488.6
IMOEX,D,310122,000000,3530.38
IMOEX,D,010222,000000,3548.17
IMOEX,D,020222,000000,3543.8
IMOEX,D,030222,000000,3471.18
IMOEX,D,040222,000000,3471.01
IMOEX,D,070222,000000,3470.78
IMOEX,D,080222,000000,3551.65
IMOEX,D,090222,000000,3638.93
IMOEX,D,100222,000000,3655.76
IMOEX,D,110222,000000,3546.62
IMOEX,D,140222,000000,3481.38
IMOEX,D,150222,000000,3600.29
IMOEX,D,160222,000000,3646.41
IMOEX,D,170222,000000,3511.08
IMOEX,D,180222,000000,3393.31
IMOEX,D,210222,000000,3036.88
IMOEX,D,220222,000000,3084.74
IMOEX,D,240222,000000,2058.12
IMOEX,D,250222,000000,2470.48
IMOEX,D,240322,000000,2578.51
IMOEX,D,250322,000000,2484.13
IMOEX,D,280322,000000,2430.7
IMOEX,D,290322,000000,2408.49
IMOEX,D,300322,000000,2513.03
IMOEX,D,310322,000000,2703.51
IMOEX,D,010422,000000,2759.64
IMOEX,D,040422,000000,2787.69
IMOEX,D,050422,000000,2662.79
IMOEX,D,060422,000000,2611.43
IMOEX,D,070422,000000,2635.39
IMOEX,D,080422,000000,2592.72
IMOEX,D,110422,000000,2557.16
IMOEX,D,120422,000000,2540.99
IMOEX,D,130422,000000,2528.42
IMOEX,D,140422,000000,2404.73
IMOEX,D,150422,000000,2424.99
IMOEX,D,180422,000000,2342.63
IMOEX,D,190422,000000,2317.46
IMOEX,D,200422,000000,2330.73
IMOEX,D,210422,000000,2271.05
IMOEX,D,220422,000000,2232.23
IMOEX,D,250422,000000,2186.22
IMOEX,D,260422,000000,2318.46
IMOEX,D,270422,000000,2424.28
IMOEX,D,280422,000000,2383.66
IMOEX,D,290422,000000,2445.17
IMOEX,D,040522,000000,2373.16
IMOEX,D,050522,000000,2404.8
IMOEX,D,060522,000000,2393.03
IMOEX,D,110522,000000,2387.14
IMOEX,D,120522,000000,2297.89
IMOEX,D,130522,000000,2307.5
IMOEX,D,160522,000000,2364.6
IMOEX,D,170522,000000,2424.1
IMOEX,D,180522,000000,2445.3
IMOEX,D,190522,000000,2436.57
IMOEX,D,200522,000000,2373.26
IMOEX,D,230522,000000,2301.85
IMOEX,D,240522,000000,2293.62
IMOEX,D,250522,000000,2340.18
IMOEX,D,260522,000000,2413.06
IMOEX,D,270522,000000,2407.59
IMOEX,D,300522,000000,2400.39
IMOEX,D,310522,000000,2355.75
IMOEX,D,010622,000000,2374.6
IMOEX,D,020622,000000,2340.17
IMOEX,D,030622,000000,2308.03
IMOEX,D,060622,000000,2282.16
IMOEX,D,070622,000000,2291.62
IMOEX,D,080622,000000,2318.85
IMOEX,D,090622,000000,2293.99
IMOEX,D,100622,000000,2285.52
IMOEX,D,140622,000000,2289.75
IMOEX,D,150622,000000,2318.96
IMOEX,D,160622,000000,2369.75
IMOEX,D,170622,000000,2353.98
IMOEX,D,200622,000000,2404.4
IMOEX,D,210622,000000,2358.81
IMOEX,D,220622,000000,2373.52
IMOEX,D,230622,000000,2404.54
IMOEX,D,240622,000000,2391.51
IMOEX,D,270622,000000,2417.06
IMOEX,D,280622,000000,2408.75
IMOEX,D,290622,000000,2378.55
IMOEX,D,300622,000000,2204.85
IMOEX,D,010722,000000,2206.61
IMOEX,D,040722,000000,2204.66
IMOEX,D,050722,000000,2226.64
IMOEX,D,060722,000000,2221.88
IMOEX,D,070722,000000,2226.65
IMOEX,D,080722,000000,2222.51
